group_index,hnu_center_eV,hnu_low_eV,hnu_high_eV
459,53.0792870725,52.5862066514,53.576990917
460,54.0793615371,53.576990917,54.5864426912
461,55.0982785481,54.5864426912,55.614913691
462,56.1363931208,55.614913691,56.6627622606
463,57.1940669591,56.6627622606,57.7303534954
464,58.271668582,57.7303534954,58.8180593698
465,59.3695734517,58.8180593698,59.9262588668
466,60.4881641046,59.9262588668,61.0553381094
467,61.6278302845,61.0553381094,62.2056904961
468,62.7889690784,62.2056904961,63.3777168372
469,63.971985055,63.3777168372,64.5718254948
470,65.1772904053,64.5718254948,65.788432525
471,66.4053050867,65.788432525,67.0279618228
472,67.656456969,67.0279618228,68.2908452699
473,68.9311819834,68.2908452699,69.5775228853
474,70.2299242747,69.5775228853,70.8884429783
475,71.5531363559,70.8884429783,72.2240623049
476,72.9012792658,72.2240623049,73.5848462269
477,74.2748227297,73.5848462269,74.971268874
478,75.6742453231,74.971268874,76.3838133092
479,77.1000346385,76.3838133092,77.8229716968
480,78.5526874549,77.8229716968,79.289245474
481,80.0327099114,79.289245474,80.7831455259
482,81.5406176835,80.7831455259,82.3051923631
483,83.0769361623,82.3051923631,83.8559163031
484,84.642200638,83.8559163031,85.4358576555
485,86.2369564863,85.4358576555,87.0455669095
486,87.8617593584,87.0455669095,88.6856049266
487,89.5171753746,88.6856049266,90.3565431354
488,91.2037813214,90.3565431354,92.0589637307
489,92.922164853,92.0589637307,93.7934598767
490,94.6729246952,93.7934598767,95.5606359135
491,96.4566708549,95.5606359135,97.3611075676
492,98.2740248319,97.3611075676,99.1955021666
493,100.125619836,99.1955021666,101.064458857
494,102.012101007,101.064458857,102.968628829
495,103.934125641,102.968628829,104.908675541
496,105.892363417,104.908675541,106.885274951
497,107.887496631,106.885274951,108.899115755
498,109.920220437,108.899115755,110.950899621
499,111.991243084,110.950899621,113.041341442
500,114.101286165,113.041341442,115.171169578
501,116.251084871,115.171169578,117.341126111
502,118.441388243,117.341126111,119.551967106
503,120.672959436,119.551967106,121.804462874
504,122.946575981,121.804462874,124.099398238
505,125.263030062,124.099398238,126.437572808
506,127.623128786,126.437572808,128.819801261
507,130.027694469,128.819801261,131.246913622
508,132.47756492,131.246913622,133.719755556
509,134.973593731,133.719755556,136.239188659
510,137.516650579,136.239188659,138.806090763
511,140.107621526,138.806090763,141.421356237
512,142.747409328,141.421356237,144.085896304
513,145.436933752,144.085896304,146.800639352
514,148.177131891,146.800639352,149.566531264
515,150.968958496,149.566531264,152.384535743
516,153.813386307,152.384535743,155.255634647
517,156.71140639,155.255634647,158.180828339
518,159.664028486,158.180828339,161.161136024
519,162.672281358,161.161136024,164.197596115
520,165.737213155,164.197596115,167.291266585
521,168.859891771,167.291266585,170.443225345
522,172.041405223,170.443225345,173.654570613
523,175.282862027,173.654570613,176.926421297
524,178.585391583,176.926421297,180.259917389
525,181.950144573,180.259917389,183.65622036
526,185.378293356,183.65622036,187.116513562
